"date","IP","INFL","UNEMP"
"1984-07-01",8.96060307920159,4.218379230350511,7.5
"1984-08-01",7.971224605889526,4.205998912736408,7.5
"1984-09-01",6.299285449433523,4.1936910618861845,7.3
"1984-10-01",5.307987654083934,4.177392224563725,7.4
"1984-11-01",5.347297967320452,4.070329311350385,7.2
"1984-12-01",4.939217532790519,3.9637861759038273,7.3
"1985-01-01",2.8008121232860894,3.4652167705572445,7.3
"1985-02-01",2.7045323162655066,3.5427352611232976,7.2
"1985-03-01",2.368574105310728,3.7200283686090962,7.2
"1985-04-01",1.469478497936283,3.5191458336313097,7.3
"1985-05-01",1.1453861920622366,3.5124635931278014,7.2
"1985-06-01",0.8554625742684507,3.5988732332236317,7.4
"1985-07-01",-0.12550779265421141,3.399760854141931,7.4
"1985-08-01",0.19555898789560544,3.2975196815550056,7.1
"1985-09-01",0.8115678234563717,3.19576067686711,7.1
"1985-10-01",0.554789138529177,3.1837895097608815,7.1
"1985-11-01",0.5052902435694229,3.453446308921393,7.0
"1985-12-01",1.4347548824847678,3.7213596340434307,7.0
"1986-01-01",2.0576088251580416,3.89659685333843,6.7
"1986-02-01",1.0281323858181146,3.1484081933283115,7.2
"1986-03-01",0.18249813354440647,2.1306966312930165,7.2
"1986-04-01",0.5491908999045059,1.576295966525798,7.1
"1986-05-01",0.5905401266111276,1.6651633592442039,7.2
"1986-06-01",0.1926016647860962,1.7520042420162696,7.2
"1986-07-01",1.38246516543985,1.6574965094212857,7.0
"1986-08-01",0.8589841720461067,1.5632502249826707,6.9
"1986-09-01",0.6317520379833574,1.7423641147254365,7.0
"1986-10-01",1.4935474817989736,1.5546723738300017,7.0
"1986-11-01",1.6324227988948614,1.2762251613851916,6.9
"1986-12-01",1.4190849776424486,1.1802225056627869,6.6
"1987-01-01",0.6552076580202737,1.355646608360761,6.6
"1987-02-01",2.6016333212531606,1.8962193439813646,6.6
"1987-03-01",3.4647664469826367,2.801810024957163,6.6
"1987-04-01",4.001206574213878,3.6137626918566923,6.3
"1987-05-01",4.446597624330018,3.6039936483197366,6.3
"1987-06-01",5.251860536049069,3.6791946933576902,6.2
"1987-07-01",5.390129256662135,3.8517972435674785,6.1
